GEOID10,Tot_2008_pres,Dem_2008_pres,Rep_2008_pres,Tot_2016_pres,Dem_2016_pres,Rep_2016_pres
3501526,490,184,306,0,0,0
3501527,884,303,581,0,0,0
3501528,677,198,479,0,0,0
3501529,49,9,40,0,0,0
3501530,58,14,44,0,0,0
3501532,755,441,314,0,0,0
3501533,761,292,469,0,0,0
3501534,897,328,569,0,0,0
3501535,492,170,322,0,0,0
3501536,553,126,427,0,0,0
3501537,378,97,281,0,0,0
3501538,101,27,74,0,0,0
3501539,256,56,200,0,0,0
3501540,103,7,96,0,0,0
3501541,368,64,304,0,0,0
3501542,54,5,49,0,0,0
3501544,695,267,428,0,0,0
3501545,518,142,376,0,0,0
350171,319,96,223,0,0,0
350172,385,174,211,0,0,0
350173,32,17,15,0,0,0
350174,77,35,42,0,0,0
350175,611,276,335,0,0,0
350176,75,29,46,0,0,0
350177,296,179,117,0,0,0
350178,778,389,389,0,0,0
350179,165,111,54,0,0,0
3501710,158,88,70,0,0,0
3501711,886,367,519,0,0,0
3501712,1179,652,527,0,0,0
3501713,904,492,412,0,0,0
3501714,614,353,261,0,0,0
3501715,725,463,262,0,0,0
3501716,591,370,221,0,0,0
3501717,254,117,137,0,0,0
3501718,428,306,122,0,0,0
3501719,339,274,65,0,0,0
3501720,559,407,152,0,0,0
3501721,122,112,10,0,0,0
3501722,577,419,158,0,0,0
3501723,194,94,100,0,0,0
3501724,238,193,45,0,0,0
3501725,341,284,57,0,0,0
3501726,306,255,51,0,0,0
3501727,299,244,55,0,0,0
3501728,432,346,86,0,0,0
3501729,324,184,140,0,0,0
3501730,336,141,195,0,0,0
3501731,38,10,28,0,0,0
3501732,173,150,23,0,0,0
3501733,305,157,148,0,0,0
3501734,410,331,79,0,0,0
3501735,60,14,46,0,0,0
350191,600,418,182,0,0,0
350192,536,371,165,0,0,0
350193,429,294,135,0,0,0
350194,222,150,72,0,0,0
350195,390,324,66,0,0,0
350211,245,75,170,0,0,0
350212,373,185,188,0,0,0
350231,431,222,209,0,0,0
350232,304,235,69,0,0,0
350233,507,359,148,0,0,0
350234,184,33,151,0,0,0
350235,125,60,65,0,0,0
350236,378,84,294,0,0,0
350252,20,0,20,0,0,0
350253,507,119,388,0,0,0
3502510,586,125,461,0,0,0
3502511,201,97,104,0,0,0
3502512,232,82,150,0,0,0
3502513,663,181,482,0,0,0
3502514,427,146,281,0,0,0
3502515,877,149,728,0,0,0
3502516,229,106,123,0,0,0
3502517,265,84,181,0,0,0
3502518,228,40,188,0,0,0
3502520,937,130,807,0,0,0
3502521,209,30,179,0,0,0
3502522,825,134,691,0,0,0
3502523,758,134,624,0,0,0
3502524,520,96,424,0,0,0
3502525,442,86,356,0,0,0
3502526,678,116,562,0,0,0
3502527,508,75,433,0,0,0
3502528,349,87,262,0,0,0
3502529,494,120,374,0,0,0
3502530,342,96,246,0,0,0
3502531,489,213,276,0,0,0
3502532,474,99,375,0,0,0
3502533,389,96,293,0,0,0
3502534,186,79,107,0,0,0
3502535,202,101,101,0,0,0
3502536,394,141,253,0,0,0
3502541,697,188,509,0,0,0
3502542,467,128,339,0,0,0
3502543,444,133,311,0,0,0
3502544,394,125,269,0,0,0
3502551,314,134,180,0,0,0
3502552,574,336,238,0,0,0
3502553,434,283,151,0,0,0
3502554,220,126,94,0,0,0
3502555,179,103,76,0,0,0
3502561,383,197,186,0,0,0
3502562,235,40,195,0,0,0
3502571,403,92,311,0,0,0
3502572,545,107,438,0,0,0
3502573,446,100,346,0,0,0
3502574,288,54,234,0,0,0
350271,228,57,171,0,0,0
350272,252,91,161,0,0,0
350273,677,224,453,0,0,0
350274,335,109,226,0,0,0
350275,735,280,455,0,0,0
350276,602,229,373,0,0,0
350277,893,340,553,0,0,0
350278,692,263,429,0,0,0
350279,833,317,516,0,0,0
3502710,388,148,240,0,0,0
3502711,1218,463,755,0,0,0
3502712,348,115,233,0,0,0
3502713,465,249,216,0,0,0
3502714,455,150,305,0,0,0
3502715,261,86,175,0,0,0
3502716,108,36,72,0,0,0
3502717,240,87,153,0,0,0
3502718,18,6,12,0,0,0
3502719,113,41,72,0,0,0
3502720,191,62,129,0,0,0
3502721,481,183,298,0,0,0
350281,559,294,256,0,0,0
350282,348,183,159,0,0,0
350283,511,269,234,0,0,0
350284,657,346,300,0,0,0
350285,424,223,194,0,0,0
350286,992,522,454,0,0,0
350287,781,411,357,0,0,0
350288,650,342,297,0,0,0
350289,525,276,240,0,0,0
3502810,336,177,154,0,0,0
3502811,680,358,311,0,0,0
3502812,593,312,271,0,0,0
3502813,660,347,302,0,0,0
3502814,597,314,273,0,0,0
3502815,1423,748,653,0,0,0
3502816,921,485,421,0,0,0
3502817,412,217,188,0,0,0
350291,226,131,95,0,0,0
350292,507,220,287,0,0,0
350293,666,282,384,0,0,0
350294,436,310,126,0,0,0
350295,937,515,422,0,0,0
350296,631,346,285,0,0,0
350298,619,452,167,0,0,0
3502910,928,429,499,0,0,0
3502911,592,408,184,0,0,0
3502912,500,314,186,0,0,0
3502913,1087,459,628,0,0,0
3502914,1052,445,607,0,0,0
350311,397,312,85,0,0,0
350312,161,120,41,0,0,0
350313,167,98,69,0,0,0
350314,376,325,51,0,0,0
350315,702,554,148,0,0,0
350316,748,606,142,0,0,0
350317,467,387,80,0,0,0
350318,225,183,42,0,0,0
350319,714,564,150,0,0,0
3503110,626,515,111,0,0,0
3503111,224,169,55,0,0,0
3503112,300,222,78,0,0,0
3503113,291,231,60,0,0,0
3503114,556,400,156,0,0,0
3503115,656,542,114,0,0,0
3503116,288,230,58,0,0,0
3503117,656,403,253,0,0,0
3503118,179,135,44,0,0,0
3503119,566,461,105,0,0,0
3503120,526,450,76,0,0,0
3503121,487,351,136,0,0,0
3503122,399,286,113,0,0,0
3503123,309,229,80,0,0,0
3503124,479,360,119,0,0,0
3503125,847,615,232,0,0,0
3503126,336,115,221,0,0,0
3503127,603,547,56,0,0,0
3503128,326,291,35,0,0,0
3503129,440,407,33,0,0,0
3503130,604,534,70,0,0,0
3503131,354,203,151,0,0,0
3503132,258,142,116,0,0,0
3503133,505,379,126,0,0,0
3503134,222,177,45,0,0,0
3503135,279,211,68,0,0,0
3503136,117,88,29,0,0,0
3503137,142,89,53,0,0,0
3503138,203,163,40,0,0,0
3503139,373,250,123,0,0,0
3503140,235,163,72,0,0,0
3503141,385,274,111,0,0,0
3503142,190,93,97,0,0,0
3503143,601,342,259,0,0,0
3503144,311,125,186,0,0,0
3503145,367,160,207,0,0,0
3503146,489,274,215,0,0,0
3503147,184,140,44,0,0,0
3503148,648,436,212,0,0,0
3503149,709,385,324,0,0,0
3503150,118,72,46,0,0,0
3503152,223,104,119,0,0,0
3503153,334,290,44,0,0,0
3503154,359,285,74,0,0,0
3503155,251,182,69,0,0,0
3503156,443,224,219,0,0,0
3503157,307,240,67,0,0,0
3503158,447,291,156,0,0,0
3503159,225,135,90,0,0,0
350331,556,444,112,0,0,0
350332,470,377,93,0,0,0
350333,242,175,67,0,0,0
350334,265,223,42,0,0,0
350335,206,172,34,0,0,0
350336,120,96,24,0,0,0
350337,149,119,30,0,0,0
350338,234,179,55,0,0,0
350339,96,61,35,0,0,0
3503310,176,151,25,0,0,0
3503311,223,171,52,0,0,0
350351,534,355,179,0,0,0
350352,25,3,22,0,0,0
350353,29,0,29,0,0,0
350354,72,9,63,0,0,0
350355,197,54,143,0,0,0
350356,114,22,92,0,0,0
350357,208,44,164,0,0,0
350358,1191,369,822,0,0,0
350359,568,196,372,0,0,0
3503510,1302,465,837,0,0,0
3503511,507,407,100,0,0,0
3503512,705,269,436,0,0,0
3503513,563,288,275,0,0,0
3503514,872,301,571,0,0,0
3503515,693,216,477,0,0,0
3503516,235,107,128,0,0,0
3503517,792,362,430,0,0,0
3503518,1827,651,1176,0,0,0
3503519,310,235,75,0,0,0
3503520,270,172,98,0,0,0
3503521,910,359,551,0,0,0
3503522,308,144,164,0,0,0
3503523,399,204,195,0,0,0
3503524,869,317,552,0,0,0
3503525,588,185,403,0,0,0
3503526,422,208,214,0,0,0
3503527,545,206,339,0,0,0
3503528,908,331,577,0,0,0
3503529,841,315,526,0,0,0
3503530,362,157,205,0,0,0
3503531,303,124,179,0,0,0
3503532,378,195,183,0,0,0
3503533,433,190,243,0,0,0
3503534,320,137,183,0,0,0
3503535,764,232,532,0,0,0
3503536,494,225,269,0,0,0
3503537,388,146,242,0,0,0
3503538,112,48,64,0,0,0
3503539,590,218,372,0,0,0
3503540,468,144,324,0,0,0
350371,115,12,103,0,0,0
350372,85,12,73,0,0,0
350373,250,70,180,0,0,0
350374,83,13,70,0,0,0
350375,569,135,434,0,0,0
350376,368,95,273,0,0,0
350377,413,296,117,0,0,0
350378,234,84,150,0,0,0
350379,579,278,301,0,0,0
3503710,255,180,75,0,0,0
3503711,569,236,333,0,0,0
3503712,394,136,258,0,0,0
350391,398,330,68,0,0,0
350392,1030,805,225,0,0,0
350393,510,383,127,0,0,0
350394,696,513,183,0,0,0
350395,374,270,104,0,0,0
350396,239,209,30,0,0,0
350397,570,468,102,0,0,0
350398,283,209,74,0,0,0
350399,382,276,106,0,0,0
3503910,590,462,128,0,0,0
3503911,1039,727,312,0,0,0
3503912,359,276,83,0,0,0
3503913,729,571,158,0,0,0
3503914,396,318,78,0,0,0
3503915,236,188,48,0,0,0
3503916,306,260,46,0,0,0
3503917,147,139,8,0,0,0
3503918,300,210,90,0,0,0
3503919,275,158,117,0,0,0
3503920,750,442,308,0,0,0
3503921,71,58,13,0,0,0
3503922,90,68,22,0,0,0
3503923,165,142,23,0,0,0
3503924,744,606,138,0,0,0
3503925,170,28,142,0,0,0
3503926,244,164,80,0,0,0
3503927,83,54,29,0,0,0
3503928,39,38,1,0,0,0
3503929,37,14,23,0,0,0
3503930,197,83,114,0,0,0
3503931,567,511,56,0,0,0
3503932,273,202,71,0,0,0
3503933,85,76,9,0,0,0
3503934,8,8,0,0,0,0
3503935,597,439,158,0,0,0
3503936,1012,742,270,0,0,0
3503937,168,126,42,0,0,0
3503938,612,497,115,0,0,0
3503939,584,451,133,0,0,0
3503940,653,486,167,0,0,0
3503941,639,574,65,0,0,0
3503942,142,122,20,0,0,0
350411,334,149,185,0,0,0
350412,806,237,569,0,0,0
350413,54,23,31,0,0,0
350414,215,33,182,0,0,0
350415,230,24,206,0,0,0
350416,207,33,174,0,0,0
350417,170,93,77,0,0,0
350418,451,322,129,0,0,0
350419,434,138,296,0,0,0
3504110,702,249,453,0,0,0
3504111,237,59,178,0,0,0
3504112,92,40,52,0,0,0
3504113,490,254,236,0,0,0
3504115,683,250,433,0,0,0
3504117,362,82,280,0,0,0
3504118,395,70,325,0,0,0
3504119,232,66,166,0,0,0
3504121,520,181,339,0,0,0
350431,1090,762,328,0,0,0
350432,907,704,203,0,0,0
350433,579,414,165,0,0,0
350434,384,257,127,0,0,0
350435,1210,771,439,0,0,0
350436,353,250,103,0,0,0
350437,291,220,71,0,0,0
350438,337,317,20,0,0,0
350439,660,630,30,0,0,0
3504310,322,260,62,0,0,0
3504311,1144,701,443,0,0,0
3504312,1132,607,525,0,0,0
3504313,922,569,353,0,0,0
3504314,301,280,21,0,0,0
3504315,909,870,39,0,0,0
3504316,157,95,62,0,0,0
3504317,212,142,70,0,0,0
3504318,399,201,198,0,0,0
3504319,247,219,28,0,0,0
3504320,613,583,30,0,0,0
3504321,292,170,122,0,0,0
3504322,299,165,134,0,0,0
3504323,217,121,96,0,0,0
3504324,339,282,57,0,0,0
3504325,806,727,79,0,0,0
3504326,253,209,44,0,0,0
3504327,123,67,56,0,0,0
3504328,423,220,203,0,0,0
3504329,239,215,24,0,0,0
3504330,1312,630,682,0,0,0
3504331,1046,498,548,0,0,0
3504332,464,216,248,0,0,0
3504333,1276,698,578,0,0,0
3504334,612,289,323,0,0,0
3504335,768,401,367,0,0,0
3504336,1019,518,501,0,0,0
3504337,658,335,323,0,0,0
3504338,921,483,438,0,0,0
3504339,1400,669,731,0,0,0
3504340,826,437,389,0,0,0
3504341,1048,508,540,0,0,0
3504342,607,334,273,0,0,0
3504343,670,338,332,0,0,0
3504344,1049,478,571,0,0,0
3504345,893,476,417,0,0,0
3504346,655,369,286,0,0,0
3504347,929,470,459,0,0,0
3504348,741,355,386,0,0,0
3504349,711,339,372,0,0,0
3504350,1526,760,766,0,0,0
3504351,0,0,0,0,0,0
3504352,303,164,139,0,0,0
3504353,973,558,415,0,0,0
3504354,833,494,339,0,0,0
3504355,1779,978,801,0,0,0
3504356,310,204,106,0,0,0
3504357,527,283,244,0,0,0
3504358,1287,549,738,0,0,0
3504359,312,135,177,0,0,0
3504360,565,287,278,0,0,0
3504361,805,394,411,0,0,0
3504362,1676,724,952,0,0,0
3504363,365,175,190,0,0,0
3504364,1114,501,613,0,0,0
3504365,1024,583,441,0,0,0
3504366,1475,721,754,0,0,0
3504367,1217,698,519,0,0,0
3504368,1568,853,715,0,0,0
3504369,1080,555,525,0,0,0
3504370,544,309,235,0,0,0
3504371,522,304,218,0,0,0
3504372,1551,757,794,0,0,0
3504373,413,175,238,0,0,0
3504374,816,386,430,0,0,0
3504375,352,170,182,0,0,0
3504377,180,93,87,0,0,0
3504378,227,114,113,0,0,0
3504379,193,97,96,0,0,0
3504380,734,371,363,0,0,0
3504381,774,370,404,0,0,0
350451,607,434,173,0,0,0
350452,707,505,202,0,0,0
350453,480,321,159,0,0,0
350454,940,408,532,0,0,0
350455,1337,945,392,0,0,0
350456,242,156,86,0,0,0
350457,265,218,47,0,0,0
350458,813,626,187,0,0,0
350459,257,201,56,0,0,0
3504510,355,265,90,0,0,0
3504511,402,292,110,0,0,0
3504512,259,213,46,0,0,0
3504513,495,408,87,0,0,0
3504514,189,135,54,0,0,0
3504515,424,322,102,0,0,0
3504516,595,407,188,0,0,0
3504517,137,89,48,0,0,0
3504518,583,390,193,0,0,0
3504519,325,118,207,0,0,0
3504520,773,487,286,0,0,0
3504521,578,251,327,0,0,0
3504522,674,262,412,0,0,0
3504523,587,177,410,0,0,0
3504524,417,87,330,0,0,0
3504525,443,119,324,0,0,0
3504526,299,116,183,0,0,0
3504527,736,286,450,0,0,0
3504528,457,123,334,0,0,0
3504529,388,139,249,0,0,0
3504530,561,218,343,0,0,0
3504531,1232,326,906,0,0,0
3504532,423,112,311,0,0,0
3504533,570,215,355,0,0,0
3504534,531,206,325,0,0,0
3504535,411,155,256,0,0,0
3504536,428,118,310,0,0,0
3504537,525,173,352,0,0,0
3504538,749,209,540,0,0,0
3504539,903,239,664,0,0,0
3504540,562,209,353,0,0,0
3504541,862,226,636,0,0,0
3504542,719,162,557,0,0,0
3504543,594,166,428,0,0,0
3504544,958,246,712,0,0,0
3504545,709,278,431,0,0,0
3504546,588,164,424,0,0,0
3504547,230,52,178,0,0,0
3504548,556,145,411,0,0,0
3504549,990,272,718,0,0,0
3504550,590,229,361,0,0,0
3504551,556,244,312,0,0,0
3504552,213,71,142,0,0,0
3504553,778,302,476,0,0,0
3504554,743,229,514,0,0,0
3504555,697,172,525,0,0,0
3504556,658,218,440,0,0,0
3504557,817,171,646,0,0,0
3504558,579,121,458,0,0,0
3504559,813,353,460,0,0,0
3504560,358,87,271,0,0,0
3504561,786,238,548,0,0,0
3504562,575,194,381,0,0,0
3504563,562,163,399,0,0,0
3504564,466,142,324,0,0,0
3504565,442,134,308,0,0,0
3504566,527,157,370,0,0,0
3504567,877,247,630,0,0,0
3504568,378,125,253,0,0,0
3504569,784,203,581,0,0,0
3504570,598,185,413,0,0,0
3504571,717,144,573,0,0,0
3504572,667,202,465,0,0,0
3504573,471,155,316,0,0,0
3504574,1012,334,678,0,0,0
3504575,524,173,351,0,0,0
3504576,803,265,538,0,0,0
3504577,1026,372,654,0,0,0
350471,349,289,60,0,0,0
350472,639,525,114,0,0,0
350473,484,419,65,0,0,0
350474,930,728,202,0,0,0
350475,886,724,162,0,0,0
350476,319,263,56,0,0,0
350477,394,319,75,0,0,0
350478,1069,931,138,0,0,0
350479,267,163,104,0,0,0
3504710,352,263,89,0,0,0
3504711,147,120,27,0,0,0
3504712,502,399,103,0,0,0
3504713,328,288,40,0,0,0
3504714,89,52,37,0,0,0
3504715,127,32,95,0,0,0
3504716,563,426,137,0,0,0
3504717,67,54,13,0,0,0
3504718,260,220,40,0,0,0
3504719,494,424,70,0,0,0
3504720,115,99,16,0,0,0
3504721,386,314,72,0,0,0
3504722,225,165,60,0,0,0
3504723,1112,832,280,0,0,0
3504724,321,251,70,0,0,0
3504725,407,343,64,0,0,0
3504726,914,836,78,0,0,0
3504727,644,515,129,0,0,0
3504728,388,308,80,0,0,0
350491,460,379,81,0,0,0
350492,94,76,18,0,0,0
350493,97,78,19,0,0,0
350494,6,5,1,0,0,0
350495,361,297,64,0,0,0
350496,16,15,1,0,0,0
350497,165,136,29,0,0,0
350498,396,341,55,0,0,0
350499,449,392,57,0,0,0
3504910,849,680,169,0,0,0
3504911,649,565,84,0,0,0
3504912,284,251,33,0,0,0
3504913,754,638,116,0,0,0
3504914,550,445,105,0,0,0
3504915,324,139,185,0,0,0
3504916,129,73,56,0,0,0
3504917,114,91,23,0,0,0
3504918,341,139,202,0,0,0
3504919,49,26,23,0,0,0
3504920,480,431,49,0,0,0
3504921,709,603,106,0,0,0
3504922,512,441,71,0,0,0
3504923,371,308,63,0,0,0
3504924,338,302,36,0,0,0
3504925,174,167,7,0,0,0
3504926,159,144,15,0,0,0
3504927,410,382,28,0,0,0
3504928,246,211,35,0,0,0
3504929,692,542,150,0,0,0
3504930,564,466,98,0,0,0
3504931,204,178,26,0,0,0
3504932,527,460,67,0,0,0
3504933,383,350,33,0,0,0
3504934,437,378,59,0,0,0
3504935,246,220,26,0,0,0
3504936,212,178,34,0,0,0
3504937,350,311,39,0,0,0
3504938,432,375,57,0,0,0
3504939,313,257,56,0,0,0
3504940,71,59,12,0,0,0
3504941,122,110,12,0,0,0
3504942,236,212,24,0,0,0
3504943,211,198,13,0,0,0
3504944,415,385,30,0,0,0
3504945,255,229,26,0,0,0
3504946,175,144,31,0,0,0
3504947,477,420,57,0,0,0
3504948,868,768,100,0,0,0
3504949,360,306,54,0,0,0
3504950,498,417,81,0,0,0
3504951,600,513,87,0,0,0
3504952,436,386,50,0,0,0
3504953,447,402,45,0,0,0
3504954,545,465,80,0,0,0
3504955,643,530,113,0,0,0
3504956,661,542,119,0,0,0
3504957,200,174,26,0,0,0
3504958,347,272,75,0,0,0
3504959,438,350,88,0,0,0
3504960,192,136,56,0,0,0
3504961,528,433,95,0,0,0
3504962,284,242,42,0,0,0
3504963,471,376,95,0,0,0
3504964,332,270,62,0,0,0
3504965,1044,870,174,0,0,0
3504966,423,355,68,0,0,0
3504967,462,384,78,0,0,0
3504968,447,380,67,0,0,0
3504969,1071,874,197,0,0,0
3504970,905,725,180,0,0,0
3504971,915,740,175,0,0,0
3504972,381,342,39,0,0,0
3504973,614,282,332,0,0,0
3504974,317,282,35,0,0,0
3504975,459,376,83,0,0,0
3504976,255,211,44,0,0,0
3504977,339,276,63,0,0,0
3504978,726,577,149,0,0,0
3504979,259,206,53,0,0,0
3504980,190,158,32,0,0,0
3504981,281,228,53,0,0,0
3504982,1007,740,267,0,0,0
3504983,564,446,118,0,0,0
3504984,679,275,404,0,0,0
3504985,533,201,332,0,0,0
3504986,1043,839,204,0,0,0
3504987,24,20,4,0,0,0
350511,555,253,302,0,0,0
350512,1286,427,859,0,0,0
350513,224,73,151,0,0,0
350514,256,99,157,0,0,0
350515,842,378,464,0,0,0
350516,237,167,70,0,0,0
350517,563,278,285,0,0,0
350518,507,280,227,0,0,0
350519,899,397,502,0,0,0
350531,499,358,141,0,0,0
350532,528,327,201,0,0,0
350533,714,441,273,0,0,0
350534,197,136,61,0,0,0
350535,332,215,117,0,0,0
350536,352,247,105,0,0,0
350537,85,68,17,0,0,0
350538,648,394,254,0,0,0
350539,66,23,43,0,0,0
3505310,108,83,25,0,0,0
3505311,507,234,273,0,0,0
3505312,22,2,20,0,0,0
3505313,421,229,192,0,0,0
3505314,313,157,156,0,0,0
3505315,677,538,139,0,0,0
3505316,512,269,243,0,0,0
3505317,108,72,36,0,0,0
3505318,486,294,192,0,0,0
3505319,387,174,213,0,0,0
3505320,266,158,108,0,0,0
3505321,5,5,0,0,0,0
3505322,62,25,37,0,0,0
3505323,130,79,51,0,0,0
3505324,215,104,111,0,0,0
3505325,77,57,20,0,0,0
3505326,8,5,3,0,0,0
350551,351,300,51,0,0,0
350552,136,119,17,0,0,0
350553,112,86,26,0,0,0
350554,378,311,67,0,0,0
350555,386,291,95,0,0,0
350556,528,400,128,0,0,0
350557,350,118,232,0,0,0
350558,241,218,23,0,0,0
350559,1360,1174,186,0,0,0
3505510,377,335,42,0,0,0
3505511,836,738,98,0,0,0
3505512,1263,1066,197,0,0,0
3505513,561,530,31,0,0,0
3505514,438,363,75,0,0,0
3505515,1076,902,174,0,0,0
3505516,562,463,99,0,0,0
3505517,1198,1015,183,0,0,0
3505518,931,754,177,0,0,0
3505519,1012,857,155,0,0,0
3505520,437,368,69,0,0,0
3505521,768,636,132,0,0,0
3505522,191,170,21,0,0,0
3505523,75,65,10,0,0,0
3505524,182,144,38,0,0,0
3505525,148,112,36,0,0,0
3505526,82,48,34,0,0,0
3505527,276,226,50,0,0,0
3505528,319,253,66,0,0,0
3505529,171,142,29,0,0,0
3505530,57,49,8,0,0,0
3505531,40,27,13,0,0,0
3505532,167,153,14,0,0,0
3505533,98,67,31,0,0,0
3505534,597,489,108,0,0,0
3505535,842,696,146,0,0,0
3505536,86,83,3,0,0,0
350571,201,105,96,0,0,0
350572,75,25,50,0,0,0
350573,40,20,20,0,0,0
350574,22,10,12,0,0,0
350575,293,150,143,0,0,0
350576,264,149,115,0,0,0
350577,187,99,88,0,0,0
350578,42,15,27,0,0,0
350579,78,34,44,0,0,0
3505710,44,19,25,0,0,0
3505711,14,1,13,0,0,0
3505712,11,2,9,0,0,0
3505713,224,114,110,0,0,0
3505714,28,7,21,0,0,0
3505715,63,30,33,0,0,0
3505716,118,69,49,0,0,0
350591,299,88,211,0,0,0
350594,493,134,359,0,0,0
350596,411,132,279,0,0,0
350597,345,118,227,0,0,0
350598,104,13,91,0,0,0
350599,67,7,60,0,0,0
350611,1948,992,956,0,0,0
350612,1031,655,376,0,0,0
350613,520,277,243,0,0,0
350614,725,306,419,0,0,0
350615,1058,529,529,0,0,0
350616,1032,561,471,0,0,0
350617,1299,646,653,0,0,0
350618,1301,689,612,0,0,0
350619,541,247,294,0,0,0
3506110,514,283,231,0,0,0
3506111,601,209,392,0,0,0
3506112,793,421,372,0,0,0
3506113,283,237,46,0,0,0
3506114,669,371,298,0,0,0
3506115,406,214,192,0,0,0
3506116,1195,731,464,0,0,0
3506117,2195,1213,982,0,0,0
3506118,656,255,401,0,0,0
3506119,453,179,274,0,0,0
3506120,296,129,167,0,0,0
3506121,1029,629,400,0,0,0
3506123,992,598,394,0,0,0
3506125,320,215,105,0,0,0
3506126,443,318,125,0,0,0
3506127,955,513,442,0,0,0
3506128,880,532,348,0,0,0
3506129,1048,532,516,0,0,0
3506130,1712,882,830,0,0,0
3506131,874,488,386,0,0,0
3506132,895,496,399,0,0,0
3506133,296,177,119,0,0,0
3506134,315,169,146,0,0,0
3506135,442,261,181,0,0,0
3506136,365,199,166,0,0,0
3506137,420,213,207,0,0,0